ip,country,timestamp,reverse_dns,asn_info,latitude,longitude,map_url
197.237.176.249,Kenya,2025-05-02T17:37:42.370253,197.237.176.249.wananchi.com,AS15399 Wananchi Group (Kenya) Limited,-1.2841,36.8155,"https://www.google.com/maps?q=-1.2841,36.8155"
